gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
1645,Gobierno local,MULTIPOINT(-68.4762474025955 -33.087916492552),Municipio San Martín,Municipio,San Martín,500098,Municipio,MU,Mendoza,50,BAHRA,IGN
1646,Gobierno local,MULTIPOINT(-68.3304169836568 -34.6128613781501),Municipio San Rafael,Municipio,San Rafael,500105,Municipio,MU,Mendoza,50,BAHRA,IGN
1647,Gobierno local,MULTIPOINT(-68.1506620408205 -33.2540738389364),Municipio Santa Rosa,Municipio,Santa Rosa,500112,Municipio,MU,Mendoza,50,BAHRA,IGN
1648,Gobierno local,MULTIPOINT(-69.0153685599111 -33.581253156408),Municipio Tunuyán,Municipio,Tunuyán,500119,Municipio,MU,Mendoza,50,BAHRA,IGN
1649,Gobierno local,MULTIPOINT(-69.1475742858246 -33.3728409073819),Municipio Tupungato,Municipio,Tupungato,500126,Municipio,MU,Mendoza,50,BAHRA,IGN
1650,Gobierno local,MULTIPOINT(-68.520386679002 -31.4397847618573),Municipio Albardón,Municipio,Albardón,700007,Municipio,M2,San Juan,70,BAHRA,IGN
1651,Gobierno local,MULTIPOINT(-68.4037600797639 -31.4532696507737),Municipio Angaco,Municipio,Angaco,700014,Municipio,M3,San Juan,70,BAHRA,IGN
1652,Gobierno local,MULTIPOINT(-69.4215526941015 -31.4580988590751),Municipio Calingasta,Municipio,Calingasta,700021,Municipio,M3,San Juan,70,BAHRA,IGN
1653,Gobierno local,MULTIPOINT(-68.5250172054796 -31.5372590363754),Municipio San Juan,Municipio,San Juan,700028,Municipio,M1,San Juan,70,BAHRA,IGN
1654,Gobierno local,MULTIPOINT(-68.2819785107996 -31.6514806110413),Municipio Caucete,Municipio,Caucete,700035,Municipio,M1,San Juan,70,BAHRA,IGN
1655,Gobierno local,MULTIPOINT(-68.532565189332 -31.4932663026977),Municipio Chimbas,Municipio,Chimbas,700042,Municipio,M1,San Juan,70,BAHRA,IGN
1656,Gobierno local,MULTIPOINT(-69.1315941820258 -30.2101589907448),Municipio Iglesia,Municipio,Iglesia,700049,Municipio,M3,San Juan,70,BAHRA,IGN
1657,Gobierno local,MULTIPOINT(-68.7464564787834 -30.2417460759206),Municipio Jáchal,Municipio,Jáchal,700056,Municipio,M2,San Juan,70,BAHRA,IGN
1658,Gobierno local,MULTIPOINT(-68.390041709757 -31.6697505182718),Municipio 9 de Julio,Municipio,9 de Julio,700063,Municipio,M3,San Juan,70,BAHRA,IGN
1659,Gobierno local,MULTIPOINT(-68.5794134305853 -31.6580425701085),Municipio Pocito,Municipio,Pocito,700070,Municipio,M1,San Juan,70,BAHRA,IGN
1660,Gobierno local,MULTIPOINT(-68.5421138589674 -31.5818872858695),Municipio Rawson,Municipio,Rawson,700077,Municipio,M1,San Juan,70,BAHRA,IGN
1661,Gobierno local,MULTIPOINT(-68.5971406086521 -31.5324425202061),Municipio Rivadavia,Municipio,Rivadavia,700084,Municipio,M1,San Juan,70,BAHRA,IGN
1662,Gobierno local,MULTIPOINT(-68.3501194425582 -31.5166850318886),Municipio San Martín,Municipio,San Martín,700091,Municipio,M2,San Juan,70,BAHRA,IGN
1663,Gobierno local,MULTIPOINT(-68.4978689302069 -31.5405418523246),Municipio Santa Lucía,Municipio,Santa Lucía,700098,Municipio,M1,San Juan,70,BAHRA,IGN
1664,Gobierno local,MULTIPOINT(-68.4266727442517 -31.9814468268096),Municipio Sarmiento,Municipio,Sarmiento,700105,Municipio,M2,San Juan,70,BAHRA,IGN
1665,Gobierno local,MULTIPOINT(-68.7370937277933 -31.4671201024108),Municipio Ullum,Municipio,Ullum,700112,Municipio,M3,San Juan,70,BAHRA,IGN
1666,Gobierno local,MULTIPOINT(-67.4678212876223 -30.6346405613128),Municipio Valle Fértil,Municipio,Valle Fértil,700119,Municipio,M3,San Juan,70,BAHRA,IGN
1667,Gobierno local,MULTIPOINT(-68.3142910799693 -31.7448177712231),Municipio 25 de Mayo,Municipio,25 de Mayo,700126,Municipio,M2,San Juan,70,BAHRA,IGN
1668,Gobierno local,MULTIPOINT(-68.7313285932399 -31.5502100958192),Municipio Zonda,Municipio,Zonda,700133,Municipio,M3,San Juan,70,BAHRA,IGN
1669,Gobierno local,MULTIPOINT(-66.0530156832272 -32.4862569540951),Comisión Leandro N. Alem,Comisión,Leandro N. Alem,746007,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1670,Gobierno local,MULTIPOINT(-66.1270875512495 -32.6003464471308),Municipio San Francisco,Municipio,San Francisco,740028,Municipio,MU,San Luis,74,BAHRA,IGN
1671,Gobierno local,MULTIPOINT(-65.8248152663115 -32.0612682207517),Municipio Candelaria,Municipio,Candelaria,740007,Municipio,MU,San Luis,74,BAHRA,IGN
1672,Gobierno local,MULTIPOINT(-65.8050366860941 -32.2328558715012),Municipio Quines,Municipio,Quines,740021,Municipio,MU,San Luis,74,BAHRA,IGN
1673,Gobierno local,MULTIPOINT(-65.9331579098097 -32.3645714534098),Municipio Luján,Municipio,Luján,740014,Municipio,MU,San Luis,74,BAHRA,IGN
1674,Gobierno local,MULTIPOINT(-66.8495289291167 -32.8634331661077),Comisión La Calera,Comisión,La Calera,746014,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1675,Gobierno local,MULTIPOINT(-66.2880566493948 -33.016021164645),Comisión Villa de la Quebrada,Comisión,Villa de la Quebrada,746028,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1676,Gobierno local,MULTIPOINT(-66.4507847000538 -32.6659413909824),Municipio Los Manantiales,Municipio,Los Manantiales,740035,Municipio,MU,San Luis,74,BAHRA,IGN
1677,Gobierno local,MULTIPOINT(-66.3247145808132 -32.9186674100729),Comisión Nogolí,Comisión,Nogolí,746021,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1678,Gobierno local,MULTIPOINT(-66.1525994722878 -33.1895978630509),Municipio Estancia Grande,Municipio,Estancia Grande,740038,Municipio,MU,San Luis,74,BAHRA,IGN
1679,Gobierno local,MULTIPOINT(-66.0919519454259 -32.8108022265415),Comisión Carolina,Comisión,Carolina,746035,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1680,Gobierno local,MULTIPOINT(-66.0630692412524 -33.1092364585957),Municipio El Trapiche,Municipio,El Trapiche,740039,Municipio,MU,San Luis,74,BAHRA,IGN
1681,Gobierno local,MULTIPOINT(-65.6213756395741 -33.0544967293405),Municipio La Toma,Municipio,La Toma,740042,Municipio,MU,San Luis,74,BAHRA,IGN
1682,Gobierno local,MULTIPOINT(-65.8553237567859 -33.2024715277388),Comisión Saladillo,Comisión,Saladillo,746063,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1683,Gobierno local,MULTIPOINT(-65.7926477793715 -33.5020870696625),Comisión Fraga,Comisión,Fraga,746049,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1684,Gobierno local,MULTIPOINT(-65.2445473311943 -32.5608764031235),Municipio Concarán,Municipio,Concarán,740049,Municipio,MU,San Luis,74,BAHRA,IGN
1685,Gobierno local,MULTIPOINT(-65.3759277132933 -32.9152230327168),Municipio Naschel,Municipio,Naschel,740056,Municipio,MU,San Luis,74,BAHRA,IGN
1686,Gobierno local,MULTIPOINT(-65.2913406895212 -32.7312499178494),Municipio Tilisarao,Municipio,Tilisarao,740063,Municipio,MU,San Luis,74,BAHRA,IGN
1687,Gobierno local,MULTIPOINT(-65.038880335559 -32.9399546614784),Comisión Villa del Carmen,Comisión,Villa del Carmen,746098,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1688,Gobierno local,MULTIPOINT(-64.9814612264544 -32.6174440907722),Comisión Villa Larca,Comisión,Villa Larca,746105,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1689,Gobierno local,MULTIPOINT(-65.3055836907347 -32.6611959365432),Comisión San Pablo,Comisión,San Pablo,746091,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1690,Gobierno local,MULTIPOINT(-64.9921531583415 -32.5052575308104),Comisión Cortaderas,Comisión,Cortaderas,746070,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1691,Gobierno local,MULTIPOINT(-65.3644688350686 -32.7715913311749),Comisión Renca,Comisión,Renca,746084,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1692,Gobierno local,MULTIPOINT(-64.9889496778853 -32.6751032109444),Comisión Papagayos,Comisión,Papagayos,746077,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1693,Gobierno local,MULTIPOINT(-65.2721849302903 -33.6131704933235),Comisión Juan Jorba,Comisión,Juan Jorba,746119,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1694,Gobierno local,MULTIPOINT(-65.1780584144642 -33.8633740327853),Municipio Justo Daract,Municipio,Justo Daract,740070,Municipio,MU,San Luis,74,BAHRA,IGN
1695,Gobierno local,MULTIPOINT(-65.4911841324417 -33.2123441385711),Comisión El Morro,Comisión,El Morro,746112,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1696,Gobierno local,MULTIPOINT(-65.4621977796038 -33.6744709837488),Municipio Villa Mercedes,Municipio,Villa Mercedes,740077,Municipio,MU,San Luis,74,BAHRA,IGN
1697,Gobierno local,MULTIPOINT(-65.6139609568327 -33.2807687272949),Comisión Juan Llerena,Comisión,Juan Llerena,746126,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1698,Gobierno local,MULTIPOINT(-65.4264919145701 -33.8228409253684),Comisión Lavaisse,Comisión,Lavaisse,746140,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1699,Gobierno local,MULTIPOINT(-65.0900570093235 -33.143884064398),Comisión La Punilla,Comisión,La Punilla,746133,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1700,Gobierno local,MULTIPOINT(-65.4246390827274 -35.6757095530534),Comisión Anchorena,Comisión,Anchorena,746147,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1701,Gobierno local,MULTIPOINT(-65.2535892031792 -34.7578884443961),Municipio Buena Esperanza,Municipio,Buena Esperanza,740084,Municipio,MU,San Luis,74,BAHRA,IGN
1702,Gobierno local,MULTIPOINT(-65.5227577781489 -34.7724690565017),Comisión Fortín El Patria,Comisión,Fortín El Patria,746175,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1703,Gobierno local,MULTIPOINT(-65.3830928494554 -35.1307004272829),Comisión Fortuna,Comisión,Fortuna,746182,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1704,Gobierno local,MULTIPOINT(-65.2587339952776 -35.115181075846),Comisión Nueva Galia,Comisión,Nueva Galia,746196,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1705,Gobierno local,MULTIPOINT(-65.946151682554 -35.1537830816239),Municipio Unión,Municipio,Unión,740091,Municipio,MU,San Luis,74,BAHRA,IGN
1706,Gobierno local,MULTIPOINT(-66.5864418315253 -34.7748629843392),Comisión Navia,Comisión,Navia,746189,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1707,Gobierno local,MULTIPOINT(-65.6900489600914 -34.7783462528772),Comisión Batavia,Comisión,Batavia,746168,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1708,Gobierno local,MULTIPOINT(-65.5698831697724 -35.14304462421),Comisión Bagual,Comisión,Bagual,746161,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1709,Gobierno local,MULTIPOINT(-65.3204875821361 -35.7250784905798),Comisión Arizona,Comisión,Arizona,746154,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1710,Gobierno local,MULTIPOINT(-65.0137325338293 -32.3426351396999),Municipio Villa de Merlo,Municipio,Villa de Merlo,740105,Municipio,MU,San Luis,74,BAHRA,IGN
1711,Gobierno local,MULTIPOINT(-65.009919408354 -32.410102688788),Municipio Carpintería,Municipio,Carpintería,740095,Municipio,MU,San Luis,74,BAHRA,IGN
1712,Gobierno local,MULTIPOINT(-65.3501415421984 -32.0625819746783),Comisión Lafinur,Comisión,Lafinur,746210,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1713,Gobierno local,MULTIPOINT(-65.0097622005651 -32.4385997519769),Comisión Los Molles,Comisión,Los Molles,746217,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1714,Gobierno local,MULTIPOINT(-65.583238234357 -32.248952356566),Comisión Talita,Comisión,Talita,746224,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1715,Gobierno local,MULTIPOINT(-65.2089058971894 -32.3428333475809),Municipio Santa Rosa,Municipio,Santa Rosa,740098,Municipio,MU,San Luis,74,BAHRA,IGN
1716,Gobierno local,MULTIPOINT(-66.2312695847235 -33.2173981926724),Municipio Potrero de los Funes,Municipio,Potrero de los Funes,740130,Municipio,MU,San Luis,74,BAHRA,IGN
1717,Gobierno local,MULTIPOINT(-66.1390733395629 -33.8370288224222),Comisión Alto Pelado,Comisión,Alto Pelado,746231,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1718,Gobierno local,MULTIPOINT(-66.3368545731799 -33.3020864828049),Municipio San Luis,Municipio,San Luis,740133,Municipio,MU,San Luis,74,BAHRA,IGN
1719,Gobierno local,MULTIPOINT(-67.1493994387331 -33.4060088712124),Municipio Desaguadero,Municipio,Desaguadero,740108,Municipio,MU,San Luis,74,BAHRA,IGN
1720,Gobierno local,MULTIPOINT(-66.4150490431788 -33.8049807294771),Comisión Zanjitas,Comisión,Zanjitas,746280,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1721,Gobierno local,MULTIPOINT(-66.5240256340757 -33.1380492926407),Comisión San Jerónimo,Comisión,San Jerónimo,746273,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1722,Gobierno local,MULTIPOINT(-66.3124809492364 -33.1836751357988),Municipio La Punta,Municipio,La Punta,740126,Municipio,MU,San Luis,74,BAHRA,IGN
1723,Gobierno local,MULTIPOINT(-66.1751613049502 -33.2531001465545),Municipio El Volcán,Municipio,El Volcán,740112,Municipio,MU,San Luis,74,BAHRA,IGN
1724,Gobierno local,MULTIPOINT(-66.2666359763692 -33.2888993306395),Municipio Juana Koslay,Municipio,Juana Koslay,740119,Municipio,MU,San Luis,74,BAHRA,IGN
1725,Gobierno local,MULTIPOINT(-66.6446791294383 -33.7574838665871),Comisión Beazley,Comisión,Beazley,746252,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1726,Gobierno local,MULTIPOINT(-66.6216972621189 -33.3410554335614),Comisión Balde,Comisión,Balde,746245,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1727,Gobierno local,MULTIPOINT(-66.9259429402145 -33.4329324778515),Comisión Alto Pencoso,Comisión,Alto Pencoso,746238,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1728,Gobierno local,MULTIPOINT(-65.6458598603442 -32.5333366988295),Comisión Villa de Praga,Comisión,Villa de Praga,746322,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1729,Gobierno local,MULTIPOINT(-65.5011350139697 -32.3758843527806),Comisión Las Aguadas,Comisión,Las Aguadas,746294,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1730,Gobierno local,MULTIPOINT(-65.675711641579 -32.4106037955287),Municipio San Martín,Municipio,San Martín,740140,Municipio,MU,San Luis,74,BAHRA,IGN
1731,Gobierno local,MULTIPOINT(-65.6350549915945 -32.8773224100012),Comisión Paso Grande,Comisión,Paso Grande,746315,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1732,Gobierno local,MULTIPOINT(-65.7562953008874 -32.7971093640059),Comisión La Vertiente,Comisión,La Vertiente,746287,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1733,Gobierno local,MULTIPOINT(-65.5485981280012 -32.6280580775182),Comisión Las Lagunas,Comisión,Las Lagunas,746308,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1734,Gobierno local,MULTIPOINT(-65.776902296104 -32.5625381712995),Comisión Las Chacras,Comisión,Las Chacras,746301,Comisión Municipal,CM,San Luis,74,BAHRA,IGN
1735,Gobierno local,MULTIPOINT(-61.5765081667185 -32.4750508725996),Municipio Las Rosas,Municipio,Las Rosas,820021,Municipio,M2,Santa Fe,82,BAHRA,IGN
1736,Gobierno local,MULTIPOINT(-61.7684586368566 -32.5663798016865),Comuna Montes de Oca,Comuna,Montes de Oca,822014,Comuna,CO,Santa Fe,82,BAHRA,IGN
1737,Gobierno local,MULTIPOINT(-61.6033099143211 -32.785289070734),Municipio Armstrong,Municipio,Armstrong,820007,Municipio,M2,Santa Fe,82,BAHRA,IGN
1738,Gobierno local,MULTIPOINT(-61.5224490165089 -32.6829498578496),Municipio Las Parejas,Municipio,Las Parejas,820014,Municipio,M2,Santa Fe,82,BAHRA,IGN
1739,Gobierno local,MULTIPOINT(-61.8209883289482 -32.7473970140609),Comuna Tortugas,Comuna,Tortugas,822021,Comuna,CO,Santa Fe,82,BAHRA,IGN
1740,Gobierno local,MULTIPOINT(-61.8897360593716 -32.4236315023919),Comuna Bouquet,Comuna,Bouquet,822007,Comuna,CO,Santa Fe,82,BAHRA,IGN
1741,Gobierno local,MULTIPOINT(-61.4695071768147 -33.1448003944226),Comuna Arequito,Comuna,Arequito,822028,Comuna,CO,Santa Fe,82,BAHRA,IGN
1742,Gobierno local,MULTIPOINT(-61.862092192001 -33.3408431225121),Comuna Berabevú,Comuna,Berabevú,822042,Comuna,CO,Santa Fe,82,BAHRA,IGN
1743,Gobierno local,MULTIPOINT(-61.1642010901082 -33.044697647978),Municipio Casilda,Municipio,Casilda,820028,Municipio,M2,Santa Fe,82,BAHRA,IGN
1744,Gobierno local,MULTIPOINT(-61.3255640508402 -33.1044795467936),Comuna Los Molinos,Comuna,Los Molinos,822077,Comuna,CO,Santa Fe,82,BAHRA,IGN
1745,Gobierno local,MULTIPOINT(-61.7026631154104 -33.1122799046938),Comuna San José de la Esquina,Comuna,San José de la Esquina,822091,Comuna,CO,Santa Fe,82,BAHRA,IGN
1746,Gobierno local,MULTIPOINT(-61.7104920096984 -33.3748594815798),Comuna Los Quirquinchos,Comuna,Los Quirquinchos,822084,Comuna,CO,Santa Fe,82,BAHRA,IGN
1747,Gobierno local,MULTIPOINT(-61.2772000922104 -33.1459879024197),Comuna Sanford,Comuna,Sanford,822098,Comuna,CO,Santa Fe,82,BAHRA,IGN
1748,Gobierno local,MULTIPOINT(-61.7920112337314 -33.0926816601305),Comuna Arteaga,Comuna,Arteaga,822035,Comuna,CO,Santa Fe,82,BAHRA,IGN
1749,Gobierno local,MULTIPOINT(-61.4466203174736 -33.3488492102229),Comuna Villada,Comuna,Villada,822105,Comuna,CO,Santa Fe,82,BAHRA,IGN
1750,Gobierno local,MULTIPOINT(-61.844338894924 -33.4003686075252),Comuna Gödeken,Comuna,Gödeken,822070,Comuna,CO,Santa Fe,82,BAHRA,IGN
1751,Gobierno local,MULTIPOINT(-61.1847468486881 -33.3740366711554),Comuna Bigand,Comuna,Bigand,822049,Comuna,CO,Santa Fe,82,BAHRA,IGN
1752,Gobierno local,MULTIPOINT(-62.0352321688295 -33.3261684997764),Comuna Chañar Ladeado,Comuna,Chañar Ladeado,822063,Comuna,CO,Santa Fe,82,BAHRA,IGN
1753,Gobierno local,MULTIPOINT(-61.3588518241523 -33.2458400437829),Comuna Chabas,Comuna,Chabas,822056,Comuna,CO,Santa Fe,82,BAHRA,IGN
1754,Gobierno local,MULTIPOINT(-61.4880429973864 -30.8368344282662),Comuna Colonia Raquel,Comuna,Colonia Raquel,822196,Comuna,CO,Santa Fe,82,BAHRA,IGN
1755,Gobierno local,MULTIPOINT(-61.621579192026 -31.3366658079806),Comuna Villa San José,Comuna,Villa San José,822392,Comuna,CO,Santa Fe,82,BAHRA,IGN
1756,Gobierno local,MULTIPOINT(-61.8962362745843 -31.5600953151466),Comuna Zenón Pereyra,Comuna,Zenón Pereyra,822406,Comuna,CO,Santa Fe,82,BAHRA,IGN
1757,Gobierno local,MULTIPOINT(-61.6962090273247 -31.3162731697709),Comuna Saguier,Comuna,Saguier,822336,Comuna,CO,Santa Fe,82,BAHRA,IGN
1758,Gobierno local,MULTIPOINT(-61.7835341872529 -31.5766226546118),Comuna Eustolia,Comuna,Eustolia,822238,Comuna,CO,Santa Fe,82,BAHRA,IGN
1759,Gobierno local,MULTIPOINT(-61.8058678448251 -31.6494525849688),Comuna Garibaldi,Comuna,Garibaldi,822259,Comuna,CO,Santa Fe,82,BAHRA,IGN
1760,Gobierno local,MULTIPOINT(-61.4319092569066 -30.9962676111613),Comuna Ataliva,Comuna,Ataliva,822119,Comuna,CO,Santa Fe,82,BAHRA,IGN
1761,Gobierno local,MULTIPOINT(-61.4092577771247 -31.2832080416178),Comuna Bella Italia,Comuna,Bella Italia,822140,Comuna,CO,Santa Fe,82,BAHRA,IGN
1762,Gobierno local,MULTIPOINT(-61.8329034332468 -31.1905304721035),Comuna Vila,Comuna,Vila,822385,Comuna,CO,Santa Fe,82,BAHRA,IGN
1763,Gobierno local,MULTIPOINT(-61.9328722391625 -31.6129689907263),Comuna Esmeralda,Comuna,Esmeralda,822217,Comuna,CO,Santa Fe,82,BAHRA,IGN
1764,Gobierno local,MULTIPOINT(-61.5917489504537 -30.8462652966061),Comuna Tacural,Comuna,Tacural,822371,Comuna,CO,Santa Fe,82,BAHRA,IGN
1765,Gobierno local,MULTIPOINT(-61.9919561930238 -31.406301896815),Comuna Josefina,Comuna,Josefina,822280,Comuna,CO,Santa Fe,82,BAHRA,IGN
1766,Gobierno local,MULTIPOINT(-61.751679502507 -31.675608219144),Comuna María Juana,Comuna,María Juana,822294,Comuna,CO,Santa Fe,82,BAHRA,IGN
1767,Gobierno local,MULTIPOINT(-61.7067833422774 -31.4526809464684),Comuna Plaza Clucellas,Comuna,Plaza Clucellas,822308,Comuna,CO,Santa Fe,82,BAHRA,IGN
1768,Gobierno local,MULTIPOINT(-61.7247451183924 -31.2123196747132),Comuna San Antonio,Comuna,San Antonio,822343,Comuna,CO,Santa Fe,82,BAHRA,IGN
1769,Gobierno local,MULTIPOINT(-61.5157799454881 -31.3557600499863),Comuna Susana,Comuna,Susana,822364,Comuna,CO,Santa Fe,82,BAHRA,IGN
1770,Gobierno local,MULTIPOINT(-62.0262428397352 -31.4407525825656),Municipio Frontera,Municipio,Frontera,820035,Municipio,M2,Santa Fe,82,BAHRA,IGN
1771,Gobierno local,MULTIPOINT(-61.340126291595 -30.7395005595032),Comuna Virginia,Comuna,Virginia,822399,Comuna,CO,Santa Fe,82,BAHRA,IGN
1772,Gobierno local,MULTIPOINT(-61.4523785758106 -31.1253730241457),Comuna Lehmann,Comuna,Lehmann,822287,Comuna,CO,Santa Fe,82,BAHRA,IGN
1773,Gobierno local,MULTIPOINT(-61.491661559933 -31.2526675334798),Municipio Rafaela,Municipio,Rafaela,820042,Municipio,M2,Santa Fe,82,BAHRA,IGN
1774,Gobierno local,MULTIPOINT(-61.9024722860671 -31.0918563958559),Comuna Ramona,Comuna,Ramona,822329,Comuna,CO,Santa Fe,82,BAHRA,IGN
1775,Gobierno local,MULTIPOINT(-61.5673740134999 -31.6991603618612),Comuna San Vicente,Comuna,San Vicente,822350,Comuna,CO,Santa Fe,82,BAHRA,IGN
1776,Gobierno local,MULTIPOINT(-61.8893820196644 -31.0387256643579),Comuna Pueblo Marini,Comuna,Pueblo Marini,822322,Comuna,CO,Santa Fe,82,BAHRA,IGN
1777,Gobierno local,MULTIPOINT(-61.6135224221221 -31.2121761087404),Comuna Presidente Roca,Comuna,Presidente Roca,822315,Comuna,CO,Santa Fe,82,BAHRA,IGN
1778,Gobierno local,MULTIPOINT(-61.3479428372921 -30.8683328016174),Comuna Humberto Primo,Comuna,Humberto Primo,822273,Comuna,CO,Santa Fe,82,BAHRA,IGN
1779,Gobierno local,MULTIPOINT(-61.7242311675343 -31.2088593703636),Comuna Castellanos,Comuna,Castellanos,822168,Comuna,CO,Santa Fe,82,BAHRA,IGN
1780,Gobierno local,MULTIPOINT(-61.8560758570151 -30.9477277820115),Comuna Eusebia y Carolina,Comuna,Eusebia y Carolina,822231,Comuna,CO,Santa Fe,82,BAHRA,IGN
1781,Gobierno local,MULTIPOINT(-61.6279248128798 -31.0954544124911),Comuna Egusquiza,Comuna,Egusquiza,822210,Comuna,CO,Santa Fe,82,BAHRA,IGN
1782,Gobierno local,MULTIPOINT(-61.8495354582947 -30.854129552237),Comuna Colonia Bicha,Comuna,Colonia Bicha,822154,Comuna,CO,Santa Fe,82,BAHRA,IGN
1783,Gobierno local,MULTIPOINT(-61.7183551321835 -31.5241082222166),Comuna Estación Clucellas,Comuna,Estación Clucellas,822224,Comuna,CO,Santa Fe,82,BAHRA,IGN
1784,Gobierno local,MULTIPOINT(-61.8413750424242 -31.4321287991048),Comuna Colonia Cello,Comuna,Colonia Cello,822175,Comuna,CO,Santa Fe,82,BAHRA,IGN
1785,Gobierno local,MULTIPOINT(-61.9174830268202 -31.1744691757119),Comuna Coronel Fraga,Comuna,Coronel Fraga,822203,Comuna,CO,Santa Fe,82,BAHRA,IGN
1786,Gobierno local,MULTIPOINT(-61.6477226143072 -31.6859924749727),Comuna Colonia Margarita,Comuna,Colonia Margarita,822189,Comuna,CO,Santa Fe,82,BAHRA,IGN
1787,Gobierno local,MULTIPOINT(-61.9430176044788 -31.2715587040709),Comuna Bauer y Sigel,Comuna,Bauer y Sigel,822133,Comuna,CO,Santa Fe,82,BAHRA,IGN
1788,Gobierno local,MULTIPOINT(-61.7432530330011 -30.9805768822173),Comuna Colonia Aldao,Comuna,Colonia Aldao,822147,Comuna,CO,Santa Fe,82,BAHRA,IGN
1789,Gobierno local,MULTIPOINT(-61.5463385542808 -31.5507318168198),Comuna Angélica,Comuna,Angélica,822112,Comuna,CO,Santa Fe,82,BAHRA,IGN
1790,Gobierno local,MULTIPOINT(-61.4224618230547 -31.419651195846),Comuna Aurelia,Comuna,Aurelia,822126,Comuna,CO,Santa Fe,82,BAHRA,IGN
1791,Gobierno local,MULTIPOINT(-61.5606621392463 -30.945077033878),Municipio Sunchales,Municipio,Sunchales,820049,Municipio,M2,Santa Fe,82,BAHRA,IGN
1792,Gobierno local,MULTIPOINT(-61.8178384858574 -31.3357488088604),Comuna Santa Clara de Saguier,Comuna,Santa Clara de Saguier,822357,Comuna,CO,Santa Fe,82,BAHRA,IGN
1793,Gobierno local,MULTIPOINT(-60.407112414906 -33.242900661836),Comuna Pavón,Comuna,Pavón,822490,Comuna,CO,Santa Fe,82,BAHRA,IGN
1794,Gobierno local,MULTIPOINT(-60.9561048196816 -33.4831775043383),Comuna Máximo Paz,Comuna,Máximo Paz,822483,Comuna,CO,Santa Fe,82,BAHRA,IGN
1795,Gobierno local,MULTIPOINT(-60.5107844356531 -33.4938372189125),Comuna Juan B. Molina,Comuna,Juan B. Molina,822462,Comuna,CO,Santa Fe,82,BAHRA,IGN
1796,Gobierno local,MULTIPOINT(-60.657374547897 -33.3579976554674),Comuna La Vanguardia,Comuna,La Vanguardia,822476,Comuna,CO,Santa Fe,82,BAHRA,IGN
1797,Gobierno local,MULTIPOINT(-61.1239279065476 -33.5381781089325),Comuna Alcorta,Comuna,Alcorta,822413,Comuna,CO,Santa Fe,82,BAHRA,IGN
1798,Gobierno local,MULTIPOINT(-60.6101051451363 -33.5160177561145),Comuna Cañada Rica,Comuna,Cañada Rica,822427,Comuna,CO,Santa Fe,82,BAHRA,IGN
1799,Gobierno local,MULTIPOINT(-60.5979139759492 -33.6001762745154),Comuna General Gelly,Comuna,General Gelly,822448,Comuna,CO,Santa Fe,82,BAHRA,IGN
1800,Gobierno local,MULTIPOINT(-60.7997182062302 -33.5377799152109),Comuna Peyrano,Comuna,Peyrano,822504,Comuna,CO,Santa Fe,82,BAHRA,IGN
