gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
1801,Gobierno local,MULTIPOINT(-60.3796047255776 -33.2611690761919),Comuna Empalme Villa Constitución,Comuna,Empalme Villa Constitución,822441,Comuna,CO,Santa Fe,82,BAHRA,IGN
1802,Gobierno local,MULTIPOINT(-61.3182115409298 -33.4579749563791),Comuna Bombal,Comuna,Bombal,822420,Comuna,CO,Santa Fe,82,BAHRA,IGN
1803,Gobierno local,MULTIPOINT(-60.5093016991141 -33.3671910020631),Comuna Godoy,Comuna,Godoy,822455,Comuna,CO,Santa Fe,82,BAHRA,IGN
1804,Gobierno local,MULTIPOINT(-61.4862103571222 -33.4581435163102),Municipio Firmat,Municipio,Firmat,820063,Municipio,M2,Santa Fe,82,BAHRA,IGN
1805,Gobierno local,MULTIPOINT(-60.6239149069473 -33.3981788374833),Comuna Cepeda,Comuna,Cepeda,822434,Comuna,CO,Santa Fe,82,BAHRA,IGN
1806,Gobierno local,MULTIPOINT(-61.0509121519742 -33.7162803631482),Comuna Juncal,Comuna,Juncal,822469,Comuna,CO,Santa Fe,82,BAHRA,IGN
1807,Gobierno local,MULTIPOINT(-60.3297498169005 -33.2272700282891),Municipio Villa Constitución,Municipio,Villa Constitución,820056,Municipio,M2,Santa Fe,82,BAHRA,IGN
1808,Gobierno local,MULTIPOINT(-60.3123732143523 -33.3109773613161),Comuna Theobald,Comuna,Theobald,822532,Comuna,CO,Santa Fe,82,BAHRA,IGN
1809,Gobierno local,MULTIPOINT(-60.6292865656225 -33.4313349257662),Comuna Sargento Cabral,Comuna,Sargento Cabral,822525,Comuna,CO,Santa Fe,82,BAHRA,IGN
1810,Gobierno local,MULTIPOINT(-60.7904875485615 -33.436646694989),Comuna Santa Teresa,Comuna,Santa Teresa,822518,Comuna,CO,Santa Fe,82,BAHRA,IGN
1811,Gobierno local,MULTIPOINT(-60.4587807183554 -33.3359351578812),Comuna Rueda,Comuna,Rueda,822511,Comuna,CO,Santa Fe,82,BAHRA,IGN
1812,Gobierno local,MULTIPOINT(-60.8242985582318 -33.3115885171962),Comuna Pavón Arriba,Comuna,Pavón Arriba,822497,Comuna,CO,Santa Fe,82,BAHRA,IGN
1813,Gobierno local,MULTIPOINT(-60.088892156248 -31.1023583666453),Comuna Helvecia,Comuna,Helvecia,822553,Comuna,CO,Santa Fe,82,BAHRA,IGN
1814,Gobierno local,MULTIPOINT(-60.3326831077392 -31.4203863331627),Comuna Santa Rosa de Calchines,Comuna,Santa Rosa de Calchines,822567,Comuna,CO,Santa Fe,82,BAHRA,IGN
1815,Gobierno local,MULTIPOINT(-60.1593537912444 -31.2007506610141),Comuna Cayastá,Comuna,Cayastá,822539,Comuna,CO,Santa Fe,82,BAHRA,IGN
1816,Gobierno local,MULTIPOINT(-60.0352425474056 -30.8806050986464),Comuna Saladero Mariano Cabal,Comuna,Saladero Mariano Cabal,822560,Comuna,CO,Santa Fe,82,BAHRA,IGN
1817,Gobierno local,MULTIPOINT(-61.8583359216654 -33.6422977771207),Comuna Murphy,Comuna,Murphy,822707,Comuna,CO,Santa Fe,82,BAHRA,IGN
1818,Gobierno local,MULTIPOINT(-62.2462478283745 -33.7210982112134),Comuna Maggiolo,Comuna,Maggiolo,822679,Comuna,CO,Santa Fe,82,BAHRA,IGN
1819,Gobierno local,MULTIPOINT(-61.4658726908719 -33.5264616522834),Comuna Miguel Torres,Comuna,Miguel Torres,822700,Comuna,CO,Santa Fe,82,BAHRA,IGN
1820,Gobierno local,MULTIPOINT(-62.1239022369986 -33.5884953060135),Comuna San Francisco de Santa Fe,Comuna,San Francisco de Santa Fe,822721,Comuna,CO,Santa Fe,82,BAHRA,IGN
1821,Gobierno local,MULTIPOINT(-61.6055966060985 -33.4094669299548),Comuna Cañada del Ucle,Comuna,Cañada del Ucle,822595,Comuna,CO,Santa Fe,82,BAHRA,IGN
1822,Gobierno local,MULTIPOINT(-62.4233878727521 -34.1335779747437),Comuna Amenábar,Comuna,Amenábar,822581,Comuna,CO,Santa Fe,82,BAHRA,IGN
1823,Gobierno local,MULTIPOINT(-61.6039571060356 -33.5989940509347),Comuna Chovet,Comuna,Chovet,822623,Comuna,CO,Santa Fe,82,BAHRA,IGN
1824,Gobierno local,MULTIPOINT(-62.4281209084531 -34.1654637733344),Comuna Lazzarino,Comuna,Lazzarino,822672,Comuna,CO,Santa Fe,82,BAHRA,IGN
1825,Gobierno local,MULTIPOINT(-62.3740821251899 -34.3327855493136),Comuna Aarón Castellanos,Comuna,Aarón Castellanos,822574,Comuna,CO,Santa Fe,82,BAHRA,IGN
1826,Gobierno local,MULTIPOINT(-61.3109487177091 -33.5961449285456),Comuna Carreras,Comuna,Carreras,822609,Comuna,CO,Santa Fe,82,BAHRA,IGN
1827,Gobierno local,MULTIPOINT(-62.0861877325777 -33.4395372320575),Comuna Cafferata,Comuna,Cafferata,822588,Comuna,CO,Santa Fe,82,BAHRA,IGN
1828,Gobierno local,MULTIPOINT(-61.7443138481055 -33.8007101845274),Comuna Chapuy,Comuna,Chapuy,822616,Comuna,CO,Santa Fe,82,BAHRA,IGN
1829,Gobierno local,MULTIPOINT(-61.9740640505155 -33.5442045585934),Comuna La Chispa,Comuna,La Chispa,822658,Comuna,CO,Santa Fe,82,BAHRA,IGN
1830,Gobierno local,MULTIPOINT(-61.9687335250321 -33.7454991565608),Municipio Venado Tuerto,Municipio,Venado Tuerto,820077,Municipio,M2,Santa Fe,82,BAHRA,IGN
1831,Gobierno local,MULTIPOINT(-61.6150579596571 -33.7019837173746),Comuna Elortondo,Comuna,Elortondo,822644,Comuna,CO,Santa Fe,82,BAHRA,IGN
1832,Gobierno local,MULTIPOINT(-62.1282159458092 -34.3726503426391),Comuna Diego de Alvear,Comuna,Diego de Alvear,822637,Comuna,CO,Santa Fe,82,BAHRA,IGN
1833,Gobierno local,MULTIPOINT(-61.336133208181 -33.8012011810896),Comuna Hughes,Comuna,Hughes,822651,Comuna,CO,Santa Fe,82,BAHRA,IGN
1834,Gobierno local,MULTIPOINT(-61.3140764680545 -33.7176460277419),Comuna Labordeboy,Comuna,Labordeboy,822665,Comuna,CO,Santa Fe,82,BAHRA,IGN
1835,Gobierno local,MULTIPOINT(-61.7622696014609 -33.7303394134331),Comuna Carmen,Comuna,Carmen,822602,Comuna,CO,Santa Fe,82,BAHRA,IGN
1836,Gobierno local,MULTIPOINT(-62.7110666034409 -34.2618728179761),Municipio Rufino,Municipio,Rufino,820070,Municipio,M2,Santa Fe,82,BAHRA,IGN
1837,Gobierno local,MULTIPOINT(-61.4569901149018 -33.6611434456135),Comuna Melincué,Comuna,Melincué,822693,Comuna,CO,Santa Fe,82,BAHRA,IGN
1838,Gobierno local,MULTIPOINT(-61.9147520016036 -34.0127219493584),Comuna María Teresa,Comuna,María Teresa,822686,Comuna,CO,Santa Fe,82,BAHRA,IGN
1839,Gobierno local,MULTIPOINT(-62.025962262948 -34.183107230814),Comuna Christophersen,Comuna,Christophersen,822630,Comuna,CO,Santa Fe,82,BAHRA,IGN
1840,Gobierno local,MULTIPOINT(-61.5265215963945 -34.1895733077619),Comuna Teodelina,Comuna,Teodelina,822749,Comuna,CO,Santa Fe,82,BAHRA,IGN
1841,Gobierno local,MULTIPOINT(-61.6058282849473 -34.0042772002325),Municipio Villa Cañás,Municipio,Villa Cañás,820084,Municipio,M2,Santa Fe,82,BAHRA,IGN
1842,Gobierno local,MULTIPOINT(-61.6959373295441 -33.8876581822793),Comuna Santa Isabel,Comuna,Santa Isabel,822742,Comuna,CO,Santa Fe,82,BAHRA,IGN
1843,Gobierno local,MULTIPOINT(-62.2415412956942 -34.0077256425243),Comuna Sancti Spiritu,Comuna,Sancti Spiritu,822735,Comuna,CO,Santa Fe,82,BAHRA,IGN
1844,Gobierno local,MULTIPOINT(-61.2106951747425 -33.7923094320346),Comuna Wheelwright,Comuna,Wheelwright,822756,Comuna,CO,Santa Fe,82,BAHRA,IGN
1845,Gobierno local,MULTIPOINT(-62.0358132414879 -34.3253785027157),Comuna San Gregorio,Comuna,San Gregorio,822728,Comuna,CO,Santa Fe,82,BAHRA,IGN
1846,Gobierno local,MULTIPOINT(-62.0889258795257 -33.8712462132421),Comuna San Eduardo,Comuna,San Eduardo,822714,Comuna,CO,Santa Fe,82,BAHRA,IGN
1847,Gobierno local,MULTIPOINT(-59.8488371728972 -28.9728290316344),Comuna La Sarita,Comuna,La Sarita,822819,Comuna,CO,Santa Fe,82,BAHRA,IGN
1848,Gobierno local,MULTIPOINT(-59.2180147554765 -28.0406318158056),Municipio Florencia,Municipio,Florencia,820095,Municipio,M2,Santa Fe,82,BAHRA,IGN
1849,Gobierno local,MULTIPOINT(-59.7361917149756 -29.3686478128462),Comuna Los Laureles,Comuna,Los Laureles,822840,Comuna,CO,Santa Fe,82,BAHRA,IGN
1850,Gobierno local,MULTIPOINT(-59.6584720789232 -29.1175214808316),Municipio Avellaneda,Municipio,Avellaneda,820091,Municipio,M2,Santa Fe,82,BAHRA,IGN
1851,Gobierno local,MULTIPOINT(-59.9475820087027 -29.1329996981775),Comuna El Araza,Comuna,El Araza,822777,Comuna,CO,Santa Fe,82,BAHRA,IGN
1852,Gobierno local,MULTIPOINT(-59.6435478988165 -29.1445173300107),Municipio Reconquista,Municipio,Reconquista,820112,Municipio,M2,Santa Fe,82,BAHRA,IGN
1853,Gobierno local,MULTIPOINT(-59.2643877248136 -28.3842534517354),Comuna San Antonio de Obligado,Comuna,San Antonio de Obligado,822854,Comuna,CO,Santa Fe,82,BAHRA,IGN
1854,Gobierno local,MULTIPOINT(-59.4776976861992 -28.7230812434046),Comuna Arroyo Ceibal,Comuna,Arroyo Ceibal,822763,Comuna,CO,Santa Fe,82,BAHRA,IGN
1855,Gobierno local,MULTIPOINT(-59.5636259309919 -28.9450535979452),Comuna Guadalupe Norte,Comuna,Guadalupe Norte,822805,Comuna,CO,Santa Fe,82,BAHRA,IGN
1856,Gobierno local,MULTIPOINT(-59.5772332724975 -28.7598125280257),Comuna Ingeniero Chanourdie,Comuna,Ingeniero Chanourdie,822812,Comuna,CO,Santa Fe,82,BAHRA,IGN
1857,Gobierno local,MULTIPOINT(-59.2642198969307 -28.2211776098588),Comuna El Rabón,Comuna,El Rabón,822784,Comuna,CO,Santa Fe,82,BAHRA,IGN
1858,Gobierno local,MULTIPOINT(-59.6351942815908 -28.8400067341234),Comuna Lanteri,Comuna,Lanteri,822826,Comuna,CO,Santa Fe,82,BAHRA,IGN
1859,Gobierno local,MULTIPOINT(-59.2572259916861 -28.4178468659401),Comuna Tacuarendi,Comuna,Tacuarendi,822861,Comuna,CO,Santa Fe,82,BAHRA,IGN
1860,Gobierno local,MULTIPOINT(-59.354747325029 -28.4867726126659),Municipio Villa Ocampo,Municipio,Villa Ocampo,820119,Municipio,M2,Santa Fe,82,BAHRA,IGN
1861,Gobierno local,MULTIPOINT(-59.9699052575216 -29.3487955628649),Municipio Malabrigo,Municipio,Malabrigo,820105,Municipio,M2,Santa Fe,82,BAHRA,IGN
1862,Gobierno local,MULTIPOINT(-59.6133285646615 -28.4926623716711),Comuna Villa Ana,Comuna,Villa Ana,822868,Comuna,CO,Santa Fe,82,BAHRA,IGN
1863,Gobierno local,MULTIPOINT(-59.2593016746325 -28.3548928361354),Municipio Las Toscas,Municipio,Las Toscas,820098,Municipio,M2,Santa Fe,82,BAHRA,IGN
1864,Gobierno local,MULTIPOINT(-59.4514812902293 -28.2445243528166),Comuna Villa Guillermina,Comuna,Villa Guillermina,822875,Comuna,CO,Santa Fe,82,BAHRA,IGN
1865,Gobierno local,MULTIPOINT(-59.4996545961826 -28.8471373740905),Comuna Las Garzas,Comuna,Las Garzas,822833,Comuna,CO,Santa Fe,82,BAHRA,IGN
1866,Gobierno local,MULTIPOINT(-59.8453110957304 -29.2726680146171),Comuna Berna,Comuna,Berna,822770,Comuna,CO,Santa Fe,82,BAHRA,IGN
1867,Gobierno local,MULTIPOINT(-60.8546423189878 -32.5739334260867),Comuna Oliveros,Comuna,Oliveros,822917,Comuna,CO,Santa Fe,82,BAHRA,IGN
1868,Gobierno local,MULTIPOINT(-60.8753783741126 -32.669942107842),Comuna Pueblo Andino,Comuna,Pueblo Andino,822924,Comuna,CO,Santa Fe,82,BAHRA,IGN
1869,Gobierno local,MULTIPOINT(-61.2544973438773 -32.8486177248281),Comuna Correa,Comuna,Correa,822903,Comuna,CO,Santa Fe,82,BAHRA,IGN
1870,Gobierno local,MULTIPOINT(-61.166699738602 -32.5842724900833),Municipio Totoras,Municipio,Totoras,820133,Municipio,M2,Santa Fe,82,BAHRA,IGN
1871,Gobierno local,MULTIPOINT(-61.3951986809743 -32.8212161644943),Municipio Cañada de Gómez,Municipio,Cañada de Gómez,820126,Municipio,M2,Santa Fe,82,BAHRA,IGN
1872,Gobierno local,MULTIPOINT(-61.551013519858 -32.963888264232),Comuna Villa Eloísa,Comuna,Villa Eloísa,822945,Comuna,CO,Santa Fe,82,BAHRA,IGN
1873,Gobierno local,MULTIPOINT(-61.088208098425 -32.6660588028714),Comuna Salto Grande,Comuna,Salto Grande,822931,Comuna,CO,Santa Fe,82,BAHRA,IGN
1874,Gobierno local,MULTIPOINT(-60.9474006359305 -32.6037408149866),Comuna Serodino,Comuna,Serodino,822938,Comuna,CO,Santa Fe,82,BAHRA,IGN
1875,Gobierno local,MULTIPOINT(-61.2903951727989 -32.4623773520331),Comuna Classon,Comuna,Classon,822896,Comuna,CO,Santa Fe,82,BAHRA,IGN
1876,Gobierno local,MULTIPOINT(-61.0322035761341 -32.5087389332551),Comuna Carrizales,Comuna,Carrizales,822889,Comuna,CO,Santa Fe,82,BAHRA,IGN
1877,Gobierno local,MULTIPOINT(-61.2908199558762 -32.7382426386868),Comuna Bustinza,Comuna,Bustinza,822882,Comuna,CO,Santa Fe,82,BAHRA,IGN
1878,Gobierno local,MULTIPOINT(-61.0174588269633 -32.7153962407439),Comuna Lucio V. López,Comuna,Lucio V. López,822910,Comuna,CO,Santa Fe,82,BAHRA,IGN
1879,Gobierno local,MULTIPOINT(-60.5175080046906 -31.5587255640335),Comuna Arroyo Leyes,Comuna,Arroyo Leyes,822959,Comuna,CO,Santa Fe,82,BAHRA,IGN
1880,Gobierno local,MULTIPOINT(-60.6786765041173 -31.5168015660394),Comuna Monte Vera,Comuna,Monte Vera,823001,Comuna,CO,Santa Fe,82,BAHRA,IGN
1881,Gobierno local,MULTIPOINT(-60.7104784409273 -31.6574749531065),Municipio Santa Fe,Municipio,Santa Fe,820147,Municipio,M1,Santa Fe,82,BAHRA,IGN
1882,Gobierno local,MULTIPOINT(-60.6599224675478 -31.3073577550563),Municipio Laguna Paiva,Municipio,Laguna Paiva,820140,Municipio,M2,Santa Fe,82,BAHRA,IGN
1883,Gobierno local,MULTIPOINT(-60.5298070313694 -31.2390549183498),Comuna Campo Andino,Comuna,Campo Andino,822973,Comuna,CO,Santa Fe,82,BAHRA,IGN
1884,Gobierno local,MULTIPOINT(-60.7644508002642 -31.2658325065649),Comuna Nelson,Comuna,Nelson,823008,Comuna,CO,Santa Fe,82,BAHRA,IGN
1885,Gobierno local,MULTIPOINT(-60.7476804298079 -31.1841834734885),Comuna Llambí Campbell,Comuna,Llambí Campbell,822994,Comuna,CO,Santa Fe,82,BAHRA,IGN
1887,Gobierno local,MULTIPOINT(-60.5674419430912 -31.6065059121181),Municipio San José del Rincón,Municipio,San José del Rincón,820143,Municipio,M2,Santa Fe,82,BAHRA,IGN
1888,Gobierno local,MULTIPOINT(-60.7617223057398 -31.6630187546118),Municipio Santo Tomé,Municipio,Santo Tomé,820154,Municipio,M2,Santa Fe,82,BAHRA,IGN
1889,Gobierno local,MULTIPOINT(-60.6679312271444 -31.432087138011),Comuna Arroyo Aguiar,Comuna,Arroyo Aguiar,822952,Comuna,CO,Santa Fe,82,BAHRA,IGN
1890,Gobierno local,MULTIPOINT(-60.7354488693698 -31.4908931096293),Municipio Recreo,Municipio,Recreo,820142,Municipio,M2,Santa Fe,82,BAHRA,IGN
1891,Gobierno local,MULTIPOINT(-60.8371436847332 -31.7710935026629),Comuna Sauce Viejo,Comuna,Sauce Viejo,823029,Comuna,CO,Santa Fe,82,BAHRA,IGN
1892,Gobierno local,MULTIPOINT(-60.748981610313 -31.4013903519831),Comuna Candioti,Comuna,Candioti,822980,Comuna,CO,Santa Fe,82,BAHRA,IGN
1893,Gobierno local,MULTIPOINT(-60.7465071616761 -31.0998401623935),Comuna Cabal,Comuna,Cabal,822966,Comuna,CO,Santa Fe,82,BAHRA,IGN
1894,Gobierno local,MULTIPOINT(-60.8137126654071 -31.5477048148253),Comuna Empalme San Carlos,Comuna,Empalme San Carlos,823064,Comuna,CO,Santa Fe,82,BAHRA,IGN
1895,Gobierno local,MULTIPOINT(-60.9301528756546 -31.4488900963009),Municipio Esperanza,Municipio,Esperanza,820161,Municipio,M2,Santa Fe,82,BAHRA,IGN
1896,Gobierno local,MULTIPOINT(-61.0719721680811 -31.2686901158561),Comuna Grutly,Comuna,Grutly,823085,Comuna,CO,Santa Fe,82,BAHRA,IGN
1897,Gobierno local,MULTIPOINT(-61.0165432002085 -31.3648044589586),Comuna Cavour,Comuna,Cavour,823036,Comuna,CO,Santa Fe,82,BAHRA,IGN
1898,Gobierno local,MULTIPOINT(-60.9961316024914 -31.5718902466375),Comuna Las Tunas,Comuna,Las Tunas,823127,Comuna,CO,Santa Fe,82,BAHRA,IGN
1899,Gobierno local,MULTIPOINT(-61.0822981721229 -31.4008584245766),Comuna Humboldt,Comuna,Humboldt,823099,Comuna,CO,Santa Fe,82,BAHRA,IGN
1900,Gobierno local,MULTIPOINT(-60.9107615776846 -31.0108438390719),Comuna María Luisa,Comuna,María Luisa,823134,Comuna,CO,Santa Fe,82,BAHRA,IGN
1901,Gobierno local,MULTIPOINT(-61.0211271373075 -30.9827403147137),Comuna Providencia,Comuna,Providencia,823169,Comuna,CO,Santa Fe,82,BAHRA,IGN
1902,Gobierno local,MULTIPOINT(-60.9755533253257 -30.7342982152904),Comuna Jacinto L. Aráuz,Comuna,Jacinto L. Aráuz,823113,Comuna,CO,Santa Fe,82,BAHRA,IGN
1903,Gobierno local,MULTIPOINT(-61.0747670253779 -31.6735445790191),Comuna San Carlos Norte,Comuna,San Carlos Norte,823204,Comuna,CO,Santa Fe,82,BAHRA,IGN
1904,Gobierno local,MULTIPOINT(-60.9799453956634 -31.7915781037465),Comuna Matilde,Comuna,Matilde,823141,Comuna,CO,Santa Fe,82,BAHRA,IGN
1905,Gobierno local,MULTIPOINT(-61.3765341440355 -31.5704558099876),Comuna Sa Pereyra,Comuna,Sa Pereyra,823190,Comuna,CO,Santa Fe,82,BAHRA,IGN
1906,Gobierno local,MULTIPOINT(-61.2595980557057 -31.4404106900013),Comuna Pilar,Comuna,Pilar,823155,Comuna,CO,Santa Fe,82,BAHRA,IGN
1907,Gobierno local,MULTIPOINT(-60.9406357223606 -31.6828736486),Comuna San Agustín,Comuna,San Agustín,823197,Comuna,CO,Santa Fe,82,BAHRA,IGN
1908,Gobierno local,MULTIPOINT(-61.1413538953659 -31.609029308156),Comuna San Jerónimo del Sauce,Comuna,San Jerónimo del Sauce,823218,Comuna,CO,Santa Fe,82,BAHRA,IGN
1909,Gobierno local,MULTIPOINT(-61.1005778450914 -31.760820285228),Comuna San Carlos Sud,Comuna,San Carlos Sud,823211,Comuna,CO,Santa Fe,82,BAHRA,IGN
1910,Gobierno local,MULTIPOINT(-61.2351345813958 -31.3450074579278),Comuna Nuevo Torino,Comuna,Nuevo Torino,823148,Comuna,CO,Santa Fe,82,BAHRA,IGN
1911,Gobierno local,MULTIPOINT(-61.3474426433633 -31.6684130726052),Comuna San Mariano,Comuna,San Mariano,823232,Comuna,CO,Santa Fe,82,BAHRA,IGN
1912,Gobierno local,MULTIPOINT(-60.8879939513597 -31.120466213345),Comuna Santo Domingo,Comuna,Santo Domingo,823260,Comuna,CO,Santa Fe,82,BAHRA,IGN
1913,Gobierno local,MULTIPOINT(-61.3157990016226 -31.7623724413351),Comuna Santa Clara de Buena Vista,Comuna,Santa Clara de Buena Vista,823239,Comuna,CO,Santa Fe,82,BAHRA,IGN
1914,Gobierno local,MULTIPOINT(-61.2121864962098 -31.2445463730166),Comuna Felicia,Comuna,Felicia,823071,Comuna,CO,Santa Fe,82,BAHRA,IGN
1915,Gobierno local,MULTIPOINT(-60.9300190070715 -31.2060921384414),Comuna Cululú,Comuna,Cululú,823050,Comuna,CO,Santa Fe,82,BAHRA,IGN
1916,Gobierno local,MULTIPOINT(-60.9896422268073 -31.1378669006369),Comuna Progreso,Comuna,Progreso,823162,Comuna,CO,Santa Fe,82,BAHRA,IGN
1917,Gobierno local,MULTIPOINT(-60.9682925849348 -30.8662414884539),Comuna La Pelada,Comuna,La Pelada,823120,Comuna,CO,Santa Fe,82,BAHRA,IGN
1918,Gobierno local,MULTIPOINT(-61.0907301346879 -31.7265876203224),Municipio San Carlos Centro,Municipio,San Carlos Centro,820168,Municipio,M2,Santa Fe,82,BAHRA,IGN
1919,Gobierno local,MULTIPOINT(-61.0779235360423 -31.5527079169368),Municipio San Jerónimo Norte,Municipio,San Jerónimo Norte,820171,Municipio,M2,Santa Fe,82,BAHRA,IGN
1920,Gobierno local,MULTIPOINT(-60.9383404042862 -31.5871896832572),Comuna Franck,Comuna,Franck,823078,Comuna,CO,Santa Fe,82,BAHRA,IGN
1921,Gobierno local,MULTIPOINT(-61.0330064081192 -31.1255765838922),Comuna Hipatía,Comuna,Hipatía,823092,Comuna,CO,Santa Fe,82,BAHRA,IGN
1922,Gobierno local,MULTIPOINT(-61.0494002738035 -30.6944926836903),Comuna Elisa,Comuna,Elisa,823057,Comuna,CO,Santa Fe,82,BAHRA,IGN
1923,Gobierno local,MULTIPOINT(-61.1671974800796 -31.0588068151823),Comuna Sarmiento,Comuna,Sarmiento,823267,Comuna,CO,Santa Fe,82,BAHRA,IGN
1924,Gobierno local,MULTIPOINT(-61.5280166383571 -28.6674118372864),Comuna San Bernardo,Comuna,San Bernardo,823330,Comuna,CO,Santa Fe,82,BAHRA,IGN
1925,Gobierno local,MULTIPOINT(-61.4899819716906 -29.7724217459668),Comuna Esteban Rams,Comuna,Esteban Rams,823281,Comuna,CO,Santa Fe,82,BAHRA,IGN
1926,Gobierno local,MULTIPOINT(-61.1865821797238 -28.0223897192101),Comuna Gato Colorado,Comuna,Gato Colorado,823288,Comuna,CO,Santa Fe,82,BAHRA,IGN
1927,Gobierno local,MULTIPOINT(-61.5278160175951 -28.2274527985078),Comuna Gregoria Pérez de Denis,Comuna,Gregoria Pérez de Denis,823295,Comuna,CO,Santa Fe,82,BAHRA,IGN
1928,Gobierno local,MULTIPOINT(-61.62676349404 -28.6229612218829),Comuna Villa Minetti,Comuna,Villa Minetti,823344,Comuna,CO,Santa Fe,82,BAHRA,IGN
1929,Gobierno local,MULTIPOINT(-61.6961473347317 -29.5037555448824),Comuna Logroño,Comuna,Logroño,823309,Comuna,CO,Santa Fe,82,BAHRA,IGN
1930,Gobierno local,MULTIPOINT(-61.5487543284494 -28.3138236509407),Comuna Santa Margarita,Comuna,Santa Margarita,823337,Comuna,CO,Santa Fe,82,BAHRA,IGN
1931,Gobierno local,MULTIPOINT(-61.7048729556224 -28.9380837225857),Comuna Pozo Borrado,Comuna,Pozo Borrado,823323,Comuna,CO,Santa Fe,82,BAHRA,IGN
1932,Gobierno local,MULTIPOINT(-61.8668950034016 -29.6686952146124),Comuna Montefiore,Comuna,Montefiore,823316,Comuna,CO,Santa Fe,82,BAHRA,IGN
1933,Gobierno local,MULTIPOINT(-61.7712078625528 -29.2327297044123),Municipio Tostado,Municipio,Tostado,820175,Municipio,M2,Santa Fe,82,BAHRA,IGN
1934,Gobierno local,MULTIPOINT(-60.5749935691978 -33.0722930328971),Municipio Pueblo Esther,Municipio,Pueblo Esther,820207,Municipio,M2,Santa Fe,82,BAHRA,IGN
1935,Gobierno local,MULTIPOINT(-60.5119382190735 -33.1581385211758),Municipio Arroyo Seco,Municipio,Arroyo Seco,820182,Municipio,M2,Santa Fe,82,BAHRA,IGN
1936,Gobierno local,MULTIPOINT(-60.7961123906742 -33.1091396600672),Comuna Piñero,Comuna,Piñero,823421,Comuna,CO,Santa Fe,82,BAHRA,IGN
1937,Gobierno local,MULTIPOINT(-60.6641011512471 -33.1759079592849),Comuna Villa Amelia,Comuna,Villa Amelia,823456,Comuna,CO,Santa Fe,82,BAHRA,IGN
1938,Gobierno local,MULTIPOINT(-60.6198434736973 -33.0578411749302),Comuna Alvear,Comuna,Alvear,823372,Comuna,CO,Santa Fe,82,BAHRA,IGN
1939,Gobierno local,MULTIPOINT(-60.8061899821819 -33.1280901193635),Comuna Álvarez,Comuna,Álvarez,823365,Comuna,CO,Santa Fe,82,BAHRA,IGN
1940,Gobierno local,MULTIPOINT(-60.811771057888 -33.2360266730925),Comuna Carmen del Sauce,Comuna,Carmen del Sauce,823386,Comuna,CO,Santa Fe,82,BAHRA,IGN
1941,Gobierno local,MULTIPOINT(-60.6367606404911 -33.2395386776678),Comuna Albarellos,Comuna,Albarellos,823358,Comuna,CO,Santa Fe,82,BAHRA,IGN
1942,Gobierno local,MULTIPOINT(-60.8980737632935 -33.1720463198817),Comuna Pueblo Muñoz,Comuna,Pueblo Muñoz,823435,Comuna,CO,Santa Fe,82,BAHRA,IGN
1943,Gobierno local,MULTIPOINT(-60.9678819490927 -33.2635759245892),Comuna Arminda,Comuna,Arminda,823379,Comuna,CO,Santa Fe,82,BAHRA,IGN
1944,Gobierno local,MULTIPOINT(-60.706333239887 -32.8618305058731),Municipio Granadero Baigorria,Municipio,Granadero Baigorria,820196,Municipio,M2,Santa Fe,82,BAHRA,IGN
1945,Gobierno local,MULTIPOINT(-60.8364803699731 -33.24176395834),Comuna Acebal,Comuna,Acebal,823351,Comuna,CO,Santa Fe,82,BAHRA,IGN
1946,Gobierno local,MULTIPOINT(-60.4694380488269 -33.1938621181422),Comuna Fighiera,Comuna,Fighiera,823400,Comuna,CO,Santa Fe,82,BAHRA,IGN
1948,Gobierno local,MULTIPOINT(-60.7219810567803 -33.1837048790769),Comuna Coronel Domínguez,Comuna,Coronel Domínguez,823470,Comuna,CO,Santa Fe,82,BAHRA,IGN
